name,description,shortDescription,sku,stock,category,subcategory,subsubcategory,status,featured,newArrival,todaysSpecial,delivery_type,brand,air_purifying,pet_friendly,seoTitle,seoDescription,seoKeywords,slug,mainImage,galleryImages,imagePersonalization,textPersonalization,features,badges,price,discounted_price,variants
Theme 2 (copy auto812),Theme 2 description,Short for Theme 2,theme-2-auto812,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto812,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2 (copy auto813),Theme 2 description,Short for Theme 2,theme-2-auto813,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto813,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2 (copy auto814),Theme 2 description,Short for Theme 2,theme-2-auto814,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto814,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2 (copy auto815),Theme 2 description,Short for Theme 2,theme-2-auto815,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto815,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2 (copy auto816),Theme 2 description,Short for Theme 2,theme-2-auto816,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto816,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2 (copy auto817),Theme 2 description,Short for Theme 2,theme-2-auto817,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto817,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 2 (copy auto818),Theme 2 description,Short for Theme 2,theme-2-auto818,100,Gifts,Gifts BYTHEME,Theme 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 2 SEO Title,Theme 2 SEO Desc,Theme 2 keywords,theme-auto818,theme-2.png,"[theme-2-g1.png,theme-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3,Theme 3 description,Short for Theme 3,theme-3-063,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-3,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto819),Theme 3 description,Short for Theme 3,theme-3-auto819,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto819,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto820),Theme 3 description,Short for Theme 3,theme-3-auto820,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto820,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto821),Theme 3 description,Short for Theme 3,theme-3-auto821,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto821,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto822),Theme 3 description,Short for Theme 3,theme-3-auto822,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto822,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto823),Theme 3 description,Short for Theme 3,theme-3-auto823,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto823,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto824),Theme 3 description,Short for Theme 3,theme-3-auto824,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto824,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 3 (copy auto825),Theme 3 description,Short for Theme 3,theme-3-auto825,100,Gifts,Gifts BYTHEME,Theme 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 3 SEO Title,Theme 3 SEO Desc,Theme 3 keywords,theme-auto825,theme-3.png,"[theme-3-g1.png,theme-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4,Theme 4 description,Short for Theme 4,theme-4-064,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-4,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto826),Theme 4 description,Short for Theme 4,theme-4-auto826,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto826,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto827),Theme 4 description,Short for Theme 4,theme-4-auto827,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto827,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto828),Theme 4 description,Short for Theme 4,theme-4-auto828,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto828,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto829),Theme 4 description,Short for Theme 4,theme-4-auto829,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto829,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto830),Theme 4 description,Short for Theme 4,theme-4-auto830,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto830,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto831),Theme 4 description,Short for Theme 4,theme-4-auto831,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto831,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 4 (copy auto832),Theme 4 description,Short for Theme 4,theme-4-auto832,100,Gifts,Gifts BYTHEME,Theme 4,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 4 SEO Title,Theme 4 SEO Desc,Theme 4 keywords,theme-auto832,theme-4.png,"[theme-4-g1.png,theme-4-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5,Theme 5 description,Short for Theme 5,theme-5-065,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-5,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto833),Theme 5 description,Short for Theme 5,theme-5-auto833,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto833,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto834),Theme 5 description,Short for Theme 5,theme-5-auto834,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto834,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto835),Theme 5 description,Short for Theme 5,theme-5-auto835,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto835,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto836),Theme 5 description,Short for Theme 5,theme-5-auto836,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto836,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto837),Theme 5 description,Short for Theme 5,theme-5-auto837,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto837,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto838),Theme 5 description,Short for Theme 5,theme-5-auto838,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto838,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Theme 5 (copy auto839),Theme 5 description,Short for Theme 5,theme-5-auto839,100,Gifts,Gifts BYTHEME,Theme 5,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Theme 5 SEO Title,Theme 5 SEO Desc,Theme 5 keywords,theme-auto839,theme-5.png,"[theme-5-g1.png,theme-5-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1,Occasion 1 description,Short for Occasion 1,occasion-1-066,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-1,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto854),Occasion 1 description,Short for Occasion 1,occasion-1-auto854,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto854,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto855),Occasion 1 description,Short for Occasion 1,occasion-1-auto855,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto855,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto856),Occasion 1 description,Short for Occasion 1,occasion-1-auto856,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto856,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto857),Occasion 1 description,Short for Occasion 1,occasion-1-auto857,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto857,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto858),Occasion 1 description,Short for Occasion 1,occasion-1-auto858,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto858,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto859),Occasion 1 description,Short for Occasion 1,occasion-1-auto859,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto859,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 1 (copy auto860),Occasion 1 description,Short for Occasion 1,occasion-1-auto860,100,Gifts,Gifts BYOCCASION,Occasion 1,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 1 SEO Title,Occasion 1 SEO Desc,Occasion 1 keywords,occasion-auto860,occasion-1.png,"[occasion-1-g1.png,occasion-1-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2,Occasion 2 description,Short for Occasion 2,occasion-2-067,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-2,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto861),Occasion 2 description,Short for Occasion 2,occasion-2-auto861,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto861,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto862),Occasion 2 description,Short for Occasion 2,occasion-2-auto862,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto862,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto863),Occasion 2 description,Short for Occasion 2,occasion-2-auto863,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto863,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto864),Occasion 2 description,Short for Occasion 2,occasion-2-auto864,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto864,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto865),Occasion 2 description,Short for Occasion 2,occasion-2-auto865,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto865,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto866),Occasion 2 description,Short for Occasion 2,occasion-2-auto866,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto866,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 2 (copy auto867),Occasion 2 description,Short for Occasion 2,occasion-2-auto867,100,Gifts,Gifts BYOCCASION,Occasion 2,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 2 SEO Title,Occasion 2 SEO Desc,Occasion 2 keywords,occasion-auto867,occasion-2.png,"[occasion-2-g1.png,occasion-2-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3,Occasion 3 description,Short for Occasion 3,occasion-3-068,100,Gifts,Gifts BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-3,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3 (copy auto868),Occasion 3 description,Short for Occasion 3,occasion-3-auto868,100,Gifts,Gifts BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-auto868,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3 (copy auto869),Occasion 3 description,Short for Occasion 3,occasion-3-auto869,100,Gifts,Gifts BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-auto869,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3 (copy auto870),Occasion 3 description,Short for Occasion 3,occasion-3-auto870,100,Gifts,Gifts BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-auto870,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
Occasion 3 (copy auto871),Occasion 3 description,Short for Occasion 3,occasion-3-auto871,100,Gifts,Gifts BYOCCASION,Occasion 3,TRUE,FALSE,FALSE,FALSE,same_day,BrandA,FALSE,FALSE,Occasion 3 SEO Title,Occasion 3 SEO Desc,Occasion 3 keywords,occasion-auto871,occasion-3.png,"[occasion-3-g1.png,occasion-3-g2.png]",TRUE,TRUE,Premium,Featured,499,399,"[{""label"":""Default"",""price"":""499"",""originalPrice"":""399"",""isDefault"":true,""weight"":""1kg"",""serves"":""8""}]"
